type,country,region,lat,lon,price_usd,area_m2,floor,rooms,expenses,property_url
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4675687,-58.9094454,250000.0,175.0,,4.0,2700.0,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/xbwr_venta_casa_pilar
apartment,Argentina,Capital Federal,-34.6037137392,-58.3815808896,310000.0,93.0,,4.0,4500.0,http://belgrano.properati.com.ar/xrer_venta_departamentos_belgrano_balcon_gimnasio_jardin_lavadero_parrilla_patio_piscina_sum_terraza_garage_impecable
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5909676,-58.5519765,165000.0,165.0,,5.0,,http://caseros.properati.com.ar/vsrr_venta_casa_caseros_moreno_5800
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9328796475,-57.9780652192,160000.0,100.0,,4.0,,http://la-plata.properati.com.ar/ysyp_venta_casa_la-plata_lavadero_patio_dacal-bienes-raices_ahb
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4434123,-58.7894421,340000.0,250.0,,,,http://septiembre.properati.com.ar/11pvt_venta_casa_septiembre_suite_hidromasaje_jardin_lavadero_parrilla_piscina_toilette_bustamante-propiedades_be7
apartment,Argentina,Capital Federal,-34.5688504,-58.4550232,103018.0,33.0,,1.0,,http://belgrano.properati.com.ar/ww1s_venta_departamentos_belgrano
apartment,Argentina,Capital Federal,-34.6738382,-58.5115799,107000.0,31.0,6.0,,,http://palermo.properati.com.ar/112ui_venta_departamentos_palermo_luminoso_oppel-inmuebles
apartment,Argentina,Capital Federal,-34.6261244,-58.3859524,101613.98,49.0,,,,http://constitucion.properati.com.ar/12mgu_venta_departamentos_constitucion_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
apartment,Argentina,Capital Federal,-34.63741,-58.375211,295000.0,134.0,6.0,4.0,,http://barracas.properati.com.ar/1006f_venta_departamentos_parque-patricios_balcon_lavadero_toilette_garage_impecable_placard_re-max-total-ii
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.8538696,-58.5169686,60000.0,95.0,,3.0,150.0,http://ezeiza.properati.com.ar/oud0_venta_departamentos_ezeiza
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.490717,-58.562187,400000.0,181.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/zgzv_venta_casa_bs-as-g-b-a-zona-norte_pago-largo-batalla-de_300_suite_parrilla_piscina_sum_luminoso_aire-acondicionado_cigorraga-propiedades
apartment,Argentina,Capital Federal,-34.5862322,-58.4491936,135000.0,40.0,,2.0,2500.0,http://colegiales.properati.com.ar/12kxc_venta_departamentos_colegiales_balcon_piscina_sum_terraza_luminoso_garage_amenities_subte-linea-b_bonaira-propiedades
apartment,Argentina,Capital Federal,-34.593848,-58.40036,119000.0,39.0,1.0,2.0,,http://recoleta.properati.com.ar/y1i1_venta_departamentos_recoleta_patio_luminoso_garage_placard_recoleta
apartment,Argentina,Capital Federal,-34.5585253,-58.4513614,220000.0,67.0,,3.0,3300.0,http://belgrano.properati.com.ar/szuj_venta_departamentos_belgrano_20-de-setiembre_11
apartment,Argentina,Capital Federal,-34.578617,-58.454304,235000.0,240.0,,3.0,,http://colegiales.properati.com.ar/10391_venta_departamentos_belgrano_jardin_patio_quincho_luminoso_garage_impecable_re-max-uno
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4934346,-58.575115,400000.0,350.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/n4a4_venta_casa_bs-as-g-b-a-zona-norte_rueda-maestra-j-_1500
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4843309,-58.5061603,69000.0,29.0,3.0,,,http://martinez.properati.com.ar/via2_venta_departamentos_martinez_tres-sargentos_1200
apartment,Argentina,Capital Federal,-34.5847094,-58.4387772,360000.0,0.0,,3.0,,http://palermo.properati.com.ar/12whw_venta_departamentos_palermo_parrilla_patio_capital-brokers
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5419546195,-58.5454582509,98000.0,70.0,,4.0,,http://villa-ballester.properati.com.ar/10jdc_venta_ph_villa-ballester_baulera_lavadero_patio_toilette_impecable_altamirano-propieades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4756782,-58.5244329,410000.0,337.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/na5u_venta_casa_san-isidro_chubut_700
apartment,Argentina,Capital Federal,-34.6086522,-58.4193876,185000.0,96.0,,4.0,4500.0,http://almagro.properati.com.ar/106rp_venta_departamentos_almagro_balcon_baulera_hidromasaje_lavadero_luminoso_dependencias_placard_grupo-mega-almagro_b4r
apartment,Argentina,Capital Federal,-34.5963329,-58.3748272,170000.0,58.0,17.0,2.0,,http://retiro.properati.com.ar/10wtv_venta_departamentos_retiro_baulera_lavadero_garage_placard_luciano-cazenave-inversiones-inmobiliarias
apartment,Argentina,Capital Federal,-34.574537,-58.4554388,227473.79,68.0,,3.0,,http://colegiales.properati.com.ar/10gsw_venta_departamentos_colegiales_balcon_gimnasio_parrilla_patio_piscina_quincho_sum_toilette_sauna_lujoso_garage_amenities_losa-radiante_meet-invest-re
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.7629098498,-58.415978248,265000.0,200.0,,4.0,,http://lomas-de-zamora.properati.com.ar/ow5l_venta_casa_lomas-de-zamora
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8008032625,-58.4151729879,98000.0,98.0,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/zmfb_venta_casa_lomas-de-zamora_patio_quincho_diaz-mayer-y-brie-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4408722,-58.5554124,85000.0,50.0,,,,http://victoria.properati.com.ar/e4a1_venta_departamento_victoria
apartment,Argentina,Capital Federal,-34.6240306,-58.4306873,88660.0,28.0,,1.0,,http://caballito.properati.com.ar/zsh1_venta_departamentos_caballito_baulera_hidromasaje_parrilla_piscina_quincho_garage_aire-acondicionado_nucifora-propiedades_crr
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4207148121,-58.6252415476,638000.0,130.0,,4.0,3500.0,http://nordelta.properati.com.ar/ywzt_venta_departamentos_nordelta_luminoso_garage_covello-propiedades_9ij
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7620958,-58.3998013,190000.0,90.0,,,650.0,http://lomas-de-zamora.properati.com.ar/rlqb_venta_departamentos_lomas-de-zamora
apartment,Argentina,Capital Federal,-34.6316435,-58.5192618,150000.0,75.0,,4.0,1900.0,http://versalles.properati.com.ar/12w6z_venta_departamentos_versalles_av-alvarez-jonte_6200_eleonora-calderon
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5076035,-58.4959989,320000.0,245.0,,,,http://olivos.properati.com.ar/n34c_venta_casa_olivos_sarmiento-dgo-faustino_3300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5557523174,-58.7160873413,165000.0,275.0,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ein3_venta_casa_san-miguel
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4430242733,-58.7387490172,141283.16,49.0,,2.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zsxy_venta_departamentos_pilar_balcon_gimnasio_lavadero_parrilla_piscina_sum_terraza_toilette_sauna_garage_amenities_nucifora-propiedades_cro
apartment,Argentina,Capital Federal,-34.585916,-58.399141,495000.0,0.0,,6.0,,http://barrio-norte.properati.com.ar/xn24_venta_departamentos_barrio-norte_balcon_suite_lavadero_patio_toilette_vestidor_dependencias_impecable_losa-radiante_doble-circulacion
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4946923,-58.4892728,250000.0,141.0,,,,http://la-lucila.properati.com.ar/nfdh_venta_casa_la-lucila_rosales-cmte-_4000
apartment,Argentina,Capital Federal,-34.622756,-58.443138,175000.0,99.0,8.0,4.0,,http://caballito.properati.com.ar/10ow5_venta_departamentos_caballito_balcon_lavadero_toilette_garage_placard_re-max-premium
apartment,Argentina,Capital Federal,-34.5500232,-58.4634115,180000.0,70.0,,4.0,3200.0,http://nunez.properati.com.ar/xh3j_venta_departamentos_nunez_baulera_lavadero_terraza_luminoso_garage_placard_aire-acondicionado
apartment,Argentina,Capital Federal,-34.5602098434,-58.4438492037,331000.0,73.0,9.0,,,http://belgrano.properati.com.ar/112tm_venta_departamentos_belgrano_luminoso_oppel-inmuebles
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.536315,-58.496692,570000.0,480.0,,4.0,,http://florida.properati.com.ar/lu2v_venta_casa_florida
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6543138802,-58.6264038386,65000.0,40.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/kp92_venta_departamentos_moron
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.521214,-58.473605,550000.0,362.0,19.0,3.0,,http://olivos.properati.com.ar/xeiy_venta_departamentos_vicente-lopez
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.42891,-58.594164,450000.0,220.0,,,,http://barrio-cerrado-isla-del-sol.properati.com.ar/12o4t_venta_casa_barrio-cerrado-isla-del-sol-_balcon_suite_jardin_lavadero_parrilla_toilette_luminoso_vista_dependencias_blanco-propiedades_dii
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4602555,-58.5279822,115000.0,44.0,9.0,,,http://beccar.properati.com.ar/n3nn_venta_departamentos_beccar_centenario-av-_2000
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3761145,-58.8690437,145000.0,154.0,,,,http://fatima.properati.com.ar/v7yo_venta_casa_fatima
apartment,Argentina,Capital Federal,-34.570884,-58.488694,92000.0,40.0,4.0,2.0,,http://villa-urquiza.properati.com.ar/100ik_venta_departamentos_villa-santa-rita_balcon_hidromasaje_parrilla_terraza_placard_re-max-bur-oacute
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7266443,-58.2558305,140000.0,50.0,5.0,2.0,2250.0,http://quilmes.properati.com.ar/wcg6_venta_departamentos_quilmes
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4452393,-58.549674,86000.0,45.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/nm6i_venta_departamentos_san-fernando_peron-juan-domingo_1900
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6048122469,-58.5266027537,92000.0,70.0,1.0,3.0,,http://villa-raffo.properati.com.ar/10jhn_venta_departamentos_villa-raffo_balcon_nj-colonna-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3712979,-58.7449918,195000.0,180.0,,4.0,,http://escobar.properati.com.ar/yt1d_venta_casa_escobar_jardin_lavadero_parrilla_patio_vestidor_luminoso_placard_aire-acondicionado_doble-circulacion_cristian-mooswalder-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.9054230766,-57.9492454307,60000.0,42.0,,3.0,1300.0,http://la-plata.properati.com.ar/109ul_venta_departamentos_la-plata_vista_dacal-bienes-raices_ahb
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.446614,-58.5495072,115000.0,68.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/vs5a_venta_departamentos_san-fernando_constitucion_2000
house,Argentina,Capital Federal,-34.6317401,-58.5184106,190000.0,125.0,,5.0,,http://versalles.properati.com.ar/yxzx_venta_casa_versalles_oporto_6220_lavadero_patio_terraza_luminoso_garage_placard_aire-acondicionado_dueno-directo_cki
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.504718,-58.503571,185000.0,135.0,,4.0,,http://olivos.properati.com.ar/12hwj_venta_casa_olivos_balcon_jardin_lavadero_parrilla_terraza_toilette_garage_placard_re-max-platino
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6511540974,-58.6151107595,76000.0,42.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/foio_venta_departamento_moron
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6377006,-58.5920591,110000.0,80.0,,,,http://haedo.properati.com.ar/10k22_venta_departamentos_haedo_luminoso_garage_impecable_gabriel-desiata-bienes-raices
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.657809,-58.619851,85000.0,50.0,3.0,2.0,,http://moron.properati.com.ar/zrhk_venta_departamentos_moron_balcon_parrilla_piscina_quincho_sum_terraza_lujoso_garage_amenities_aire-acondicionado_re-max-elite
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4798047,-58.5687559,1300000.0,301.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/xcud_venta_casa_bs-as-g-b-a-zona-norte_julian-navarro_4100
apartment,Argentina,Capital Federal,-34.5888889,-58.4305556,39205.37,24.0,,,,http://palermo.properati.com.ar/e4ui_venta_departamento_palermo
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4529533,-58.5444749,149000.0,0.0,,,,http://victoria.properati.com.ar/10g4n_venta_casa_victoria_carlos-casares_1400_patio_luminoso_garage_impecable_olmeda-marcelo-victoria
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4752815,-58.7255926,249000.0,160.0,,5.0,9000.0,http://escobar.properati.com.ar/z44p_venta_casa_escobar_parrilla_piscina_toilette_vestidor_luminoso_izrastzoff-agentes-inmobiliarios
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5091553,-58.4790341,255000.0,67.0,,3.0,4500.0,http://olivos.properati.com.ar/12w7t_venta_departamentos_olivos_balcon_baulera_suite_gimnasio_parrilla_piscina_luminoso_vista_lujoso_garage_tenis_placard_aire-acondicionado_bms-betina-segurado-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5373435,-58.4765927,139000.0,53.0,2.0,3.0,,http://olivos.properati.com.ar/10j8w_venta_departamentos_olivos_lavadero_luminoso_aire-acondicionado_alvarez-dupot-zona-norte
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4390602961,-58.8569164176,56617.73,40.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/t21g_venta_departamentos_pilar
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6540059,-58.638043,68000.0,30.0,,1.0,400.0,http://castelar-moron.properati.com.ar/t10z_venta_departamentos_castelar
house,Argentina,Capital Federal,-34.629446,-58.424882,119500.0,60.0,,3.0,,http://boedo.properati.com.ar/zefa_venta_casa_boedo_lavadero_patio_terraza_bertolotti
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4090206,-58.5928091,370000.0,310.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/x96c_venta_casa_bs-as-g-b-a-zona-norte_chubut_1300
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.7368266,-58.3990949,580000.0,350.0,,,,http://banfield.properati.com.ar/x2y4_venta_casa_banfield
apartment,Argentina,Capital Federal,-34.5940608,-58.4450527,65000.0,27.0,,1.0,,http://villa-crespo.properati.com.ar/12pxs_venta_departamentos_villa-crespo_subte-linea-b_predial-propiedades_c3a
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4388479349,-58.8571739097,47354.09,27.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/t20y_venta_departamentos_pilar
apartment,Argentina,Capital Federal,-34.6289607,-58.4400888,75000.0,29.0,,1.0,,http://parque-chacabuco.properati.com.ar/10ws2_venta_departamentos_parque-chacabuco_parrilla_terraza_garage_estrenar_bertolotti
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4762033305,-58.5556294006,110000.0,77.0,,3.0,,http://beccar.properati.com.ar/11m71_venta_casa_beccar_jardin_lavadero_parrilla_patio_amoblado_dic-propiedades_c80
apartment,Argentina,Capital Federal,-34.588369,-58.483862,93900.0,42.0,2.0,2.0,,http://parque-chas.properati.com.ar/zq0h_venta_departamentos_paternal_re-max-uno-ii
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.460587,-58.907211,71248.17,47.0,,2.0,,http://pilar.properati.com.ar/zps6_venta_departamentos_pilar_balcon_terraza_luminoso_garage_amenities_placard_re-max-total-v
apartment,Argentina,Capital Federal,-34.6037137392,-58.3815808896,140000.0,90.0,,5.0,,http://san-nicolas.properati.com.ar/yxt5_venta_departamentos_san-nicolas_balcon_mussi-calvente_b7t
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4373537,-58.5551782,220000.0,150.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/11lvi_venta_casa_san-fernando_sarmiento_800_suite_jardin_impecable_alonso-martin
apartment,Argentina,Capital Federal,-34.6130266,-58.4331373,205920.0,0.0,,3.0,,http://caballito.properati.com.ar/10sd7_venta_departamentos_caballito_parrilla_piscina_sum_lujoso_garage_amenities_estrenar_situar-propiedades_bjw
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4025228269,-58.6644561254,720000.0,210.0,,,,http://barrio-los-lagos-nordelta.properati.com.ar/wvy0_venta_casa_barrio-los-lagos
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5342667,-58.4727873,410000.0,193.0,,6.0,,http://vicente-lopez.properati.com.ar/rppe_venta_casa_vicente-lopez
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.390913,-58.628272,1600000.0,20.0,,5.0,,http://tigre.properati.com.ar/znpr_venta_casa_tigre_balcon_baulera_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_vista_dependencias_garage_aire-acondicionado_losa-radiante_re-max-total-iv
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4330464,-58.5834793,85000.0,40.0,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11j0u_venta_departamentos_tigre_montevideo_1300_gimnasio_patio_piscina_sum_vestidor_garage_amenities_zampone-propiedades
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6819478,-58.5668423,250000.0,200.0,,5.0,,http://san-justo-la-matanza.properati.com.ar/yfb6_venta_casa_san-justo_lavadero_piscina_terraza_garage_russo-propiedades
apartment,Argentina,Capital Federal,-34.620195,-58.40405,78800.0,46.0,,2.0,,http://san-cristobal.properati.com.ar/11mr7_venta_departamentos_san-cristobal_balcon_patio_garage_placard_aire-acondicionado_re-max-express
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6709127,-58.699569,72000.0,28.0,,,,http://ituzaingo.properati.com.ar/l9ex_venta_departamentos_ituzaingo
apartment,Argentina,Capital Federal,-34.6039994,-58.4557835,95000.0,41.0,,1.0,,http://villa-crespo.properati.com.ar/w8gk_venta_departamentos_villa-crespo
apartment,Argentina,Capital Federal,-34.6121896,-58.4779525,155000.0,84.0,7.0,3.0,1100.0,http://villa-del-parque.properati.com.ar/uvac_venta_departamentos_villa-del-parque
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.529119,-58.726867,155000.0,140.0,,3.0,,http://san-miguel-san-miguel.properati.com.ar/104v5_venta_casa_san-miguel_parrilla_dependencias_impecable_placard_federico-negro-estudio-inmobiliario
apartment,Argentina,Capital Federal,-34.6160275,-58.4673425,68000.0,36.0,,1.0,1000.0,http://flores.properati.com.ar/vdxj_venta_departamentos_flores
apartment,Argentina,Capital Federal,-34.5920105,-58.3999367,65000.0,17.0,,1.0,,http://barrio-norte.properati.com.ar/yx8t_venta_departamentos_barrio-norte_kitchinete_garage_cheru-balina-propiedades
apartment,Argentina,Capital Federal,-34.637834,-58.503098,98000.0,52.0,,2.0,,http://villa-luro.properati.com.ar/ykfp_venta_departamentos_floresta_balcon_baulera_parrilla_quincho_sum_garage_amenities_placard_aire-acondicionado_re-max-urbana
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.640337,-58.562584,210000.0,104.0,18.0,4.0,2000.0,http://ramos-mejia.properati.com.ar/111pq_venta_departamentos_ramos-mejia_lavadero_luminoso_garage_cimarelli-propiedades
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6648053546,-58.8345919177,49327.17,64.0,,,,http://la-reja.properati.com.ar/111cy_venta_casa_la-reja_lavadero_quincho_garage_lis-calveiro-propiedades-ituzaingo
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.7986898,-58.2628718,280000.0,190.0,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/112q1_venta_casa_tigre_suite_lavadero_parrilla_piscina_vestidor_luminoso_placard_bustamante-propiedades_be7
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.66947556,-58.69158173,200000.0,350.0,,4.0,1.0,http://san-antonio-de-padua.properati.com.ar/own5_venta_casa_san-antonio-de-padua
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4624719,-58.5244982,169000.0,150.0,,,,http://beccar.properati.com.ar/10ddb_venta_casa_beccar_rivadavia_1600_lavadero_patio_terraza_mola-propiedades_asb
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.667576,-58.621749,139000.0,83.0,,5.0,,http://moron.properati.com.ar/11gll_venta_casa_moron_parrilla_piscina_quincho_toilette_luminoso_aire-acondicionado_re-max-norte
house,Argentina,Capital Federal,-34.65188,-58.505312,198000.0,176.0,,6.0,,http://mataderos.properati.com.ar/secu_venta_casa_liniers_oliden_1300
apartment,Argentina,Capital Federal,-34.5819231,-58.4540536,230000.0,105.0,1.0,3.0,,http://colegiales.properati.com.ar/yaf3_venta_departamentos_colegiales_balcon_parrilla_patio_terraza_luminoso_dependencias_impecable_placard_eduardo-bertolotti-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.463683,-58.864274,450000.0,241.0,,3.0,,http://pilar-del-lago.properati.com.ar/ycfm_venta_casa_pilar-del-lago_balcon_gimnasio_hidromasaje_jardin_parrilla_piscina_vestidor_sauna_losa-radiante_re-max-total-i
apartment,Argentina,Capital Federal,-34.5695469,-58.4422153,799000.0,0.0,,6.0,6500.0,http://belgrano.properati.com.ar/vdx6_venta_departamentos_belgrano
apartment,Argentina,Capital Federal,-34.573723,-58.489966,94500.0,39.0,,2.0,,http://villa-urquiza.properati.com.ar/10z1f_venta_departamentos_villa-urquiza_balcon_baulera_lavadero_terraza_luminoso_lujoso_garage_placard_re-max-central
